"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar el flujo de compra de un ítem en SauceDemo","Comprar un Sauce Labs Backpack","SUCCESS","2024-10-13T17:30:18.063-05:00[America/Bogota]","0.0","10.65"
