"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar el flujo de compra de un ítem en SauceDemo","Comprar un Sauce Labs Backpack","SUCCESS","2024-08-27T14:43:39.462-05:00[America/Bogota]","0.0","13.74"
