"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar el flujo de compra de un ítem en SauceDemo","Comprar un Sauce Labs Backpack","SUCCESS","2024-07-25T11:51:17.789-05:00[America/Bogota]","0.0","16.87"
